
@[pl_L[1](7)] ==> [PRNGQ[49](7), FF3_out[32](7), FF3_out[33](7), FF3_out[28](7), FF3_out[29](7), FF3_out[8](7), FF3_out[9](7), FF3_out[4](7), FF3_out[5](7), PRNGQ[49](6), FF3_out[32](6), FF3_out[33](6), FF3_out[28](6), FF3_out[29](6), FF3_out[8](6), FF3_out[9](6), FF3_out[4](6), FF3_out[5](6)] -log10(p) = 3.51854 --> OKAY
@[pl_L[3](10)] ==> [PRNGQ[51](10), FF3_out[32](10), FF3_out[33](10), FF3_out[24](10), FF3_out[25](10), FF3_out[8](10), FF3_out[9](10), FF3_out[0](10), FF3_out[1](10), PRNGQ[51](9), FF3_out[32](9), FF3_out[33](9), FF3_out[24](9), FF3_out[25](9), FF3_out[8](9), FF3_out[9](9), FF3_out[0](9), FF3_out[1](9)] -log10(p) = 3.37397 --> OKAY
@[ph_L[3](10)] ==> [FF3_out[34](10), FF3_out[35](10), FF3_out[26](10), FF3_out[27](10), PRNGQ[43](10), FF3_out[10](10), FF3_out[11](10), FF3_out[2](10), FF3_out[3](10), FF3_out[34](9), FF3_out[35](9), FF3_out[26](9), FF3_out[27](9), PRNGQ[43](9), FF3_out[10](9), FF3_out[11](9), FF3_out[2](9), FF3_out[3](9)] -log10(p) = 2.50127 --> OKAY
@[pl_L[0](9)] ==> [PRNGQ[48](9), FF3_out[32](9), FF3_out[33](9), FF3_out[28](9), FF3_out[29](9), FF3_out[8](9), FF3_out[9](9), FF3_out[4](9), FF3_out[5](9), PRNGQ[48](8), FF3_out[32](8), FF3_out[33](8), FF3_out[28](8), FF3_out[29](8), FF3_out[8](8), FF3_out[9](8), FF3_out[4](8), FF3_out[5](8)] -log10(p) = 2.25492 --> OKAY
@[ph_L[1](4)] ==> [FF3_out[34](4), FF3_out[35](4), FF3_out[30](4), FF3_out[31](4), PRNGQ[41](4), FF3_out[10](4), FF3_out[11](4), FF3_out[6](4), FF3_out[7](4), FF3_out[34](3), FF3_out[35](3), FF3_out[30](3), FF3_out[31](3), PRNGQ[41](3), FF3_out[10](3), FF3_out[11](3), FF3_out[6](3), FF3_out[7](3)] -log10(p) = 1.84173 --> OKAY
@[ph_H[5](4)] ==> [FF3_out[2](4), FF3_out[3](4), FF3_out[6](4), FF3_out[7](4), FF3_out[14](4), FF3_out[15](4), FF3_out[18](4), FF3_out[19](4), PRNGQ[29](4), PRNGQ[31](4), FF3_out[2](3), FF3_out[3](3), FF3_out[6](3), FF3_out[7](3), FF3_out[14](3), FF3_out[15](3), FF3_out[18](3), FF3_out[19](3), PRNGQ[29](3), PRNGQ[31](3)] -log10(p) = 1.70086 --> OKAY
@[ph_H[0](10)] ==> [FF3_out[10](10), FF3_out[11](10), FF3_out[22](10), FF3_out[23](10), PRNGQ[28](10), FF3_out[6](10), FF3_out[7](10), FF3_out[18](10), FF3_out[19](10), FF3_out[10](9), FF3_out[11](9), FF3_out[22](9), FF3_out[23](9), PRNGQ[28](9), FF3_out[6](9), FF3_out[7](9), FF3_out[18](9), FF3_out[19](9)] -log10(p) = 1.69436 --> OKAY
@[ph_L[0](4)] ==> [FF3_out[34](4), FF3_out[35](4), PRNGQ[40](4), FF3_out[30](4), FF3_out[31](4), FF3_out[10](4), FF3_out[11](4), FF3_out[6](4), FF3_out[7](4), FF3_out[34](3), FF3_out[35](3), PRNGQ[40](3), FF3_out[30](3), FF3_out[31](3), FF3_out[10](3), FF3_out[11](3), FF3_out[6](3), FF3_out[7](3)] -log10(p) = 1.6861 --> OKAY
@[ph_L[0](3)] ==> [FF3_out[34](3), FF3_out[35](3), PRNGQ[40](3), FF3_out[30](3), FF3_out[31](3), FF3_out[10](3), FF3_out[11](3), FF3_out[6](3), FF3_out[7](3), FF3_out[34](2), FF3_out[35](2), PRNGQ[40](2), FF3_out[30](2), FF3_out[31](2), FF3_out[10](2), FF3_out[11](2), FF3_out[6](2), FF3_out[7](2)] -log10(p) = 1.68343 --> OKAY
@[ph_L[4](3)] ==> [PRNGQ[40](3), PRNGQ[42](3), FF3_out[26](3), FF3_out[27](3), FF3_out[30](3), FF3_out[31](3), FF3_out[2](3), FF3_out[3](3), FF3_out[6](3), FF3_out[7](3), PRNGQ[40](2), PRNGQ[42](2), FF3_out[26](2), FF3_out[27](2), FF3_out[30](2), FF3_out[31](2), FF3_out[2](2), FF3_out[3](2), FF3_out[6](2), FF3_out[7](2)] -log10(p) = 1.6411 --> OKAY
