Report file after 1536000 simulations:

1.) Summary of most leaking (and already active) probing sets per clock cycle: 

Cycle 2: @[Q[8](2)] ==> [FF4_out[3](2), FF4_out[20](2), FF4_out[27](2), FF4_out[32](2), Inst_f5_plwillwin_pw2_3_(2), Inst_f5_phwillwin_pw2_3_(2), FF4_out[3](1), FF4_out[20](1), FF4_out[27](1), FF4_out[32](1), Inst_f5_plwillwin_pw2_3_(1), Inst_f5_phwillwin_pw2_3_(1)] -log10(p) = 1.63229 --> OKAY
Cycle 3: @[ph_L[0](3)] ==> [FF3_out[34](3), FF3_out[35](3), PRNGQ[40](3), FF3_out[30](3), FF3_out[31](3), FF3_out[10](3), FF3_out[11](3), FF3_out[6](3), FF3_out[7](3), FF3_out[34](2), FF3_out[35](2), PRNGQ[40](2), FF3_out[30](2), FF3_out[31](2), FF3_out[10](2), FF3_out[11](2), FF3_out[6](2), FF3_out[7](2)] -log10(p) = 1.68343 --> OKAY
Cycle 4: @[ph_L[1](4)] ==> [FF3_out[34](4), FF3_out[35](4), FF3_out[30](4), FF3_out[31](4), PRNGQ[41](4), FF3_out[10](4), FF3_out[11](4), FF3_out[6](4), FF3_out[7](4), FF3_out[34](3), FF3_out[35](3), FF3_out[30](3), FF3_out[31](3), PRNGQ[41](3), FF3_out[10](3), FF3_out[11](3), FF3_out[6](3), FF3_out[7](3)] -log10(p) = 1.84173 --> OKAY
Cycle 5: @[pl_H[3](5)] ==> [PRNGQ[39](5), FF3_out[8](5), FF3_out[9](5), FF3_out[20](5), FF3_out[21](5), FF3_out[0](5), FF3_out[1](5), FF3_out[12](5), FF3_out[13](5), PRNGQ[39](4), FF3_out[8](4), FF3_out[9](4), FF3_out[20](4), FF3_out[21](4), FF3_out[0](4), FF3_out[1](4), FF3_out[12](4), FF3_out[13](4)] -log10(p) = 1.62209 --> OKAY
Cycle 6: @[pl_L[3](6)] ==> [PRNGQ[51](6), FF3_out[32](6), FF3_out[33](6), FF3_out[24](6), FF3_out[25](6), FF3_out[8](6), FF3_out[9](6), FF3_out[0](6), FF3_out[1](6), PRNGQ[51](5), FF3_out[32](5), FF3_out[33](5), FF3_out[24](5), FF3_out[25](5), FF3_out[8](5), FF3_out[9](5), FF3_out[0](5), FF3_out[1](5)] -log10(p) = 1.4799 --> OKAY
Cycle 7: @[pl_L[1](7)] ==> [PRNGQ[49](7), FF3_out[32](7), FF3_out[33](7), FF3_out[28](7), FF3_out[29](7), FF3_out[8](7), FF3_out[9](7), FF3_out[4](7), FF3_out[5](7), PRNGQ[49](6), FF3_out[32](6), FF3_out[33](6), FF3_out[28](6), FF3_out[29](6), FF3_out[8](6), FF3_out[9](6), FF3_out[4](6), FF3_out[5](6)] -log10(p) = 3.51854 --> OKAY
Cycle 8: @[pl_L[1](8)] ==> [PRNGQ[49](8), FF3_out[32](8), FF3_out[33](8), FF3_out[28](8), FF3_out[29](8), FF3_out[8](8), FF3_out[9](8), FF3_out[4](8), FF3_out[5](8), PRNGQ[49](7), FF3_out[32](7), FF3_out[33](7), FF3_out[28](7), FF3_out[29](7), FF3_out[8](7), FF3_out[9](7), FF3_out[4](7), FF3_out[5](7)] -log10(p) = 1.54094 --> OKAY
Cycle 9: @[pl_L[0](9)] ==> [PRNGQ[48](9), FF3_out[32](9), FF3_out[33](9), FF3_out[28](9), FF3_out[29](9), FF3_out[8](9), FF3_out[9](9), FF3_out[4](9), FF3_out[5](9), PRNGQ[48](8), FF3_out[32](8), FF3_out[33](8), FF3_out[28](8), FF3_out[29](8), FF3_out[8](8), FF3_out[9](8), FF3_out[4](8), FF3_out[5](8)] -log10(p) = 2.25492 --> OKAY
Cycle 10: @[pl_L[3](10)] ==> [PRNGQ[51](10), FF3_out[32](10), FF3_out[33](10), FF3_out[24](10), FF3_out[25](10), FF3_out[8](10), FF3_out[9](10), FF3_out[0](10), FF3_out[1](10), PRNGQ[51](9), FF3_out[32](9), FF3_out[33](9), FF3_out[24](9), FF3_out[25](9), FF3_out[8](9), FF3_out[9](9), FF3_out[0](9), FF3_out[1](9)] -log10(p) = 3.37397 --> OKAY

2.) Summary of the most leakging (and already active) probing sets: 
